Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Baseline,IDD-Baseline,OCI-Baseline
24,0.478792354,2.802407591,0.510691155,0.358714142,0.184737821,0.788903276,0.801930136,235.338684,1.188674229,133.2016951
21,0.547862408,3.342423615,0.514002172,0.387110206,0.125598428,0.447644683,0.719890367,179.514295,1.117746106,101.605091
20,0.233392739,2.236870997,0.208715226,0.222862803,0.224465011,0.527977992,0.673575626,180.9934255,0.919270636,102.4422788
24,0.417320013,1.349536895,0.381318064,0.38697907,0.189732045,0.368958174,0.744994706,154.5102759,1.153556022,87.45281613
20,0.714972901,3.263478648,0.264736551,0.333944713,0.146466634,0.468769616,0.776024661,182.8021727,1.05538011,103.4660297
21,0.606231203,1.436567333,0.537015072,0.168480158,0.268243606,0.65103953,0.673382782,214.4386217,1.00866976,121.3722599
21,0.244888217,2.250761983,0.622343371,0.284454577,0.228833932,0.962428635,0.757364005,252.0893979,1.080896851,142.6825992
23,0.517894461,2.139883295,0.514733733,0.357681944,0.20265834,0.62881138,0.576547561,210.9869558,1.262151943,119.418617
22,0.475323566,2.557444204,0.790142132,0.186955707,0.125513771,0.967364564,0.70472505,263.2350017,0.801105225,148.9910109
21,0.370418944,3.435261391,0.309481389,0.168918207,0.257959186,0.374855023,0.894106877,154.8027181,0.885014124,87.61833847
20,0.273225218,2.00147066,0.591369547,0.337665568,0.145007986,0.408501629,0.558610457,161.6464591,1.001140363,91.49189583
22,0.725824712,2.379168592,0.396184963,0.234638567,0.154885215,0.963000794,0.526366473,251.9506006,0.991711669,142.60404
24,0.656500306,3.339760826,0.752352551,0.166119742,0.273921104,0.803900914,0.622978084,226.8548948,1.129762973,128.3998705
24,0.500612335,2.517728053,0.299518702,0.29659434,0.203851943,0.520738263,0.834293266,178.4853943,1.051285997,101.0227332
21,0.550027003,1.110861489,0.735912054,0.281097366,0.120688572,0.414233076,0.66424493,173.887878,0.869788652,98.42053897
21,0.684125319,2.874041245,0.214009037,0.394661244,0.279489128,0.606749582,0.66291186,208.896945,1.468392407,118.2356709
21,0.29126307,2.587316253,0.665463811,0.300998809,0.224409612,0.503856201,0.573815176,190.8327745,1.161787245,108.0113504
22,0.757805399,1.403276298,0.653382821,0.271770129,0.134834693,0.749048246,0.566384162,216.7740863,0.970890352,122.6941328
23,0.725493262,3.045475394,0.478060942,0.281407057,0.189660852,0.836307488,0.6858481,243.6951804,1.139087274,137.9314721
20,0.614645081,1.167234435,0.798533224,0.29259992,0.177311057,0.536296034,0.56872141,195.8298665,1.053037388,110.8397044
22,0.261435895,3.229238736,0.203872939,0.285486687,0.188393192,0.993527448,0.844940506,255.5215308,0.995141703,144.6251865
23,0.287933669,2.971725219,0.265553844,0.217755137,0.193126634,0.841558519,0.530719937,244.6862546,1.002443353,138.4924201
24,0.460555668,2.914107367,0.521913486,0.315440759,0.203084278,0.582326996,0.852097472,188.6952271,1.095740907,106.8014986
23,0.45689531,2.549971219,0.754865144,0.197782701,0.292539991,0.789912042,0.759402303,224.4081258,1.109985603,127.0149992
20,0.583122925,1.332782339,0.772516673,0.330514207,0.261679702,0.816908323,0.674302868,242.827786,1.288240761,137.4405269
23,0.634858676,2.608309356,0.243152588,0.352671491,0.134144856,0.673711386,0.584531309,216.9376469,1.130618995,122.7867081
23,0.607758338,1.809092224,0.633362851,0.374680366,0.156581504,0.785709836,0.852722073,234.3720865,1.132003884,132.6546009
20,0.403731802,2.366955534,0.372480003,0.361032064,0.122236452,0.799253066,0.632428365,224.7935133,1.02931256,127.2331285
21,0.212503094,1.300617406,0.750504205,0.19975119,0.295725884,0.908790418,0.507305458,258.2661177,1.1328032,146.1786226
20,0.631909705,3.303945201,0.264143947,0.250593135,0.164344574,0.62846423,0.576485502,209.9370138,1.005494338,118.8243498
21,0.303801734,1.966293545,0.677393537,0.356497837,0.290797183,0.761064498,0.634507075,221.663221,1.358501458,125.4613831
24,0.627095582,3.35709881,0.219483996,0.329049477,0.221280266,0.565695808,0.609816507,187.788865,1.261309484,106.2884976
20,0.638910439,1.452819924,0.520898901,0.189181965,0.227021834,0.849870599,0.584553811,234.436101,0.980235383,132.6908332
23,0.588439982,1.579783837,0.341723462,0.30425651,0.227285087,0.306860754,0.721160678,157.4800017,1.133357389,89.13368096
23,0.424196792,2.864533571,0.220860544,0.275541821,0.299825917,0.867286838,0.6886813,250.3819296,1.295418952,141.7161721
24,0.202774778,2.12714795,0.415992698,0.18664058,0.115152303,0.661270358,0.607323176,200.3252665,0.702254452,113.3841008
22,0.630829768,1.406290975,0.290452064,0.335576031,0.110902428,0.373960882,0.888230826,165.6092872,0.891610363,93.73485655
24,0.798474154,1.507693734,0.577568436,0.337474213,0.282757129,0.51228899,0.61254657,180.7096326,1.379312594,102.281652
23,0.661328023,2.674215511,0.367106747,0.382856311,0.215481673,0.534048222,0.831893926,194.2728631,1.281374815,109.9584405
22,0.736304353,3.183016714,0.656640085,0.168327511,0.142482031,0.61181251,0.83725587,204.5693293,0.784851661,115.7862404
22,0.784908217,1.416858738,0.270188129,0.393518312,0.128661258,0.632538369,0.700318778,209.9738502,1.130904393,118.8451992
23,0.263729495,3.271325385,0.624393573,0.178858025,0.116392378,0.995373496,0.661873967,254.9472133,0.745771754,144.3001227
23,0.470096864,1.518516172,0.341965419,0.316815675,0.243854052,0.772491471,0.735442067,221.4658648,1.172804483,125.3496795
23,0.629450536,3.087480678,0.773715257,0.308538679,0.269888766,0.712958825,0.792230143,224.6261369,1.309467176,127.1383935
22,0.721240824,2.043791574,0.702514399,0.159387608,0.208167512,0.986763798,0.743940078,255.0811756,0.9114712,144.3759454
23,0.270477755,2.517122965,0.431992524,0.155420834,0.274746093,0.936418931,0.71786126,260.2199869,1.004389438,147.2845126
24,0.646305351,1.881409355,0.674470531,0.378616278,0.225622839,0.95961133,0.846686968,264.0455517,1.320045195,149.4497822
24,0.753965525,2.631913605,0.598403795,0.16740226,0.210463536,0.916805332,0.719917738,243.6055254,0.963720336,137.8807274
20,0.441632397,1.155204049,0.476674562,0.300794671,0.29089057,0.865354889,0.506118888,251.9635827,1.306345445,142.6113878
21,0.763065636,2.432422447,0.268956397,0.361080746,0.271386868,0.738384876,0.644050436,230.1775004,1.416629723,130.2804652
24,0.689721013,2.564572814,0.249257911,0.375801051,0.157506287,0.826296398,0.695011057,241.6565148,1.218121239,136.7775874
24,0.767841335,1.345160084,0.458231848,0.337628278,0.157314349,0.659064903,0.830409437,200.8588625,1.054037031,113.6861162
23,0.345876896,2.744968893,0.514527549,0.36135698,0.285416225,0.384231735,0.61060926,159.6425978,1.375842634,90.35771037
24,0.346930571,2.786148832,0.578658797,0.218779804,0.130975623,0.581733978,0.769693806,186.9986324,0.785239704,105.841226
20,0.48741153,1.550320917,0.449240856,0.302333352,0.141425653,0.673274401,0.615047506,216.9258233,0.976161237,122.780016
21,0.493479557,2.737763982,0.735941189,0.343525805,0.255964811,0.858744772,0.739688438,236.4188085,1.295081944,133.8130456
20,0.313505819,2.267882374,0.756936935,0.275033845,0.287423173,0.349474397,0.870426442,165.0844773,1.123791346,93.43781415
24,0.344166404,2.201607922,0.632734335,0.349375842,0.26507304,0.877134184,0.551681823,240.2121604,1.364729204,135.9600828
23,0.590159379,2.614775786,0.567901362,0.2508629,0.112677369,0.70345951,0.685182321,207.643066,0.864479198,117.5259754
22,0.248603356,2.657871827,0.707241536,0.398195415,0.262804514,0.436759925,0.826168129,167.0505129,1.305252539,94.55059032
24,0.644202191,1.954866941,0.528683395,0.313301502,0.262276149,0.369786818,0.570607141,169.5330127,1.30435014,95.95568519
21,0.601148739,2.464655711,0.314966558,0.172670481,0.111303012,0.880690897,0.717189253,248.5654708,0.723935494,140.6880565
22,0.458918108,1.962543114,0.543505718,0.157650068,0.113589733,0.6926338,0.856325668,204.2079417,0.600121226,115.581695
23,0.38945347,1.841721818,0.549001254,0.161395263,0.103668133,0.454938799,0.891267387,177.3836707,0.568082804,100.3991576
21,0.327528794,1.46006147,0.617771409,0.256441302,0.181062067,0.933665096,0.853524407,245.7580179,0.890299095,139.0990381
22,0.296076752,3.111854269,0.761314888,0.228554603,0.156521771,0.442582693,0.832951417,177.3332957,0.837956822,100.3706454
23,0.368745849,3.072629444,0.314644956,0.245868482,0.235997824,0.583686431,0.843469222,201.5561655,1.044746879,114.0807897
20,0.751576435,1.856647021,0.389328465,0.395475489,0.235750783,0.622487524,0.828950082,209.8792733,1.311909017,118.7916687
21,0.456187473,1.178135146,0.735839618,0.154168176,0.265579062,0.497816305,0.878118523,188.0523495,0.873081605,106.4376298
20,0.454673364,1.975869752,0.577502148,0.208488602,0.136495166,0.334993259,0.746597079,160.1796658,0.73831981,90.66169084
22,0.700795823,2.97551818,0.689970179,0.340376707,0.276417042,0.317422962,0.765594625,160.5231347,1.351713892,90.85609423
21,0.794296781,2.45886172,0.310098872,0.21851354,0.241978781,0.708712496,0.730500475,210.7086258,1.062311805,119.2610822
24,0.538668119,3.022787586,0.539902423,0.320838459,0.17417791,0.560271429,0.673621097,198.2379266,1.143114281,112.2026665
24,0.564453627,3.152287956,0.413998701,0.191063164,0.257087503,0.608447184,0.821914538,205.9389205,1.040346908,116.561429
23,0.248349443,1.79346446,0.381839205,0.26982281,0.276888975,0.64793805,0.809575792,213.2660721,1.127627535,120.7085968
20,0.315001524,2.670478297,0.221437704,0.274614313,0.255001868,0.582600315,0.721206129,190.6595799,1.087897382,107.9133222
23,0.440087434,3.469643995,0.773399521,0.174693462,0.223819247,0.509499946,0.544302867,178.436851,0.993217251,100.9952577
21,0.337899905,2.490647551,0.402154303,0.364044885,0.225426395,0.723332229,0.576131623,214.5810669,1.257603477,121.4528839
24,0.788257929,3.235334153,0.450218378,0.377877279,0.234911008,0.732146313,0.561862959,228.6646308,1.463484258,129.4241811
24,0.270273776,1.616617117,0.634672289,0.278820244,0.238794363,0.573829073,0.802579958,188.007186,1.053637762,106.4120673
24,0.678141315,1.651996018,0.321626734,0.316225467,0.235467006,0.311630595,0.625785919,146.5226684,1.196814404,82.93183032
21,0.25172662,1.404027777,0.265710221,0.294317304,0.164160565,0.33929752,0.730935843,149.0310684,0.875149846,84.35158469
23,0.672540085,3.407143389,0.300445176,0.292275438,0.172448253,0.856006094,0.863813718,232.7432802,1.047129093,131.7326966
24,0.517138784,3.08356002,0.460077128,0.21910754,0.255503939,0.886201041,0.877844126,251.0678994,1.092447059,142.104431
23,0.563799749,1.253289395,0.441037934,0.346333356,0.106437013,0.649859829,0.715425741,199.1466848,0.954664456,112.7170236
20,0.779440511,1.499873645,0.503384589,0.278042575,0.115982237,0.721890123,0.51772297,212.5760608,0.93619389,120.3180504
24,0.23836272,2.734852896,0.492581517,0.356218591,0.127633495,0.767139963,0.521211777,219.7131675,1.084525368,124.3576528
23,0.538206049,2.988997501,0.441974423,0.257424231,0.235871139,0.91737129,0.535124473,258.339334,1.218908781,146.220063
22,0.485158025,3.215245094,0.385406713,0.387348631,0.153370347,0.683984504,0.568998882,219.4687304,1.226330226,124.2193014
20,0.715034649,2.219050687,0.494689223,0.283206257,0.120112837,0.948137112,0.753893178,260.7442473,0.934245297,147.581244
23,0.780470493,1.936023287,0.592569181,0.159715031,0.104185362,0.680726322,0.665505399,216.0012933,0.724584087,122.256732
24,0.580995108,2.403958054,0.260704076,0.255170342,0.183338399,0.866512147,0.702394609,235.3111165,1.010379242,133.1860919
20,0.358766176,1.285363505,0.690514647,0.327293675,0.120986635,0.953694333,0.751378076,261.7811729,0.942442787,148.1681439
23,0.40526409,1.10757398,0.367163755,0.365422539,0.257064142,0.589464304,0.781873468,191.6859277,1.239724549,108.4942351
23,0.37279962,1.854471417,0.654809075,0.222508989,0.177088104,0.920377487,0.737172371,243.7684342,0.894444531,137.9729337
21,0.615057848,1.476972347,0.329993424,0.283780457,0.12360903,0.480271054,0.550910338,172.5617235,0.910540385,97.66993551
22,0.621660804,1.636617172,0.576641811,0.169211967,0.104596349,0.644391092,0.573929322,198.215279,0.697061744,112.1898479
22,0.773781171,2.634498496,0.407645118,0.232438389,0.272208186,0.959350056,0.655343303,265.4276138,1.22481176,150.2320294
23,0.352071707,1.946903433,0.306761443,0.331999263,0.22031416,0.890474605,0.697087344,253.1187656,1.188468819,143.2652213
20,0.311213284,1.228665688,0.609448945,0.247061059,0.237361937,0.375479608,0.609802016,169.7960316,1.013139426,96.10455391
22,0.31924021,2.153718423,0.743833445,0.334947697,0.12129434,0.619455226,0.524307329,195.7146618,1.01303576,110.7744986
20,0.500046695,2.085039181,0.571241878,0.150565716,0.267288716,0.84884585,0.853701993,245.6389569,0.930881217,139.0316496
22,0.349028261,1.405507173,0.558035877,0.325152588,0.128178406,0.524987354,0.867349504,178.1240097,0.869666913,100.8181895
21,0.765646201,2.579970553,0.350262976,0.377669339,0.136711926,0.744204843,0.755784966,215.4534454,1.120884382,121.9466501
22,0.307112691,2.204679351,0.329877966,0.164874194,0.148851947,0.856321779,0.709089832,232.4653927,0.713842628,131.5754123
24,0.568816341,1.414297947,0.555358912,0.282682294,0.26330764,0.620042309,0.714773086,196.7562105,1.181623187,111.3640152
21,0.622601647,3.151172924,0.633626123,0.250545517,0.13990866,0.89679024,0.790602151,252.1243883,0.929623511,142.7024038
24,0.617740962,3.245500929,0.760437456,0.226209599,0.177140897,0.413859541,0.86966452,172.5982587,0.942344434,97.69061442
22,0.490185902,3.299788617,0.290047033,0.322257949,0.130078504,0.667996132,0.588862407,203.1765907,1.035349662,114.9979503
20,0.754272604,3.444023898,0.437057981,0.238352101,0.161429856,0.817508331,0.63104464,227.9229,0.990744261,129.0043614
21,0.355343192,2.579771851,0.717784065,0.350935346,0.296537071,0.502683938,0.840038635,190.8720884,1.322372892,108.033602
24,0.675011726,2.554200513,0.333080327,0.192372613,0.203933806,0.636229635,0.873573283,196.6191851,0.893885241,111.2864588
24,0.394656855,1.881204096,0.218530247,0.36614973,0.235781918,0.441032914,0.709201249,167.2376851,1.228458448,94.65652975
21,0.475263082,2.311173331,0.575354792,0.368019723,0.162453273,0.329406879,0.812392393,160.2661651,1.075266673,90.71064946
21,0.477354339,3.103910384,0.652783476,0.253265322,0.144427034,0.934667507,0.555164681,259.7098602,1.000761622,146.9957809
20,0.223080371,2.907144553,0.509311661,0.239524608,0.158928589,0.922397545,0.860962298,255.8902117,0.848039491,144.8338598
24,0.650352968,2.175035101,0.266490959,0.306109624,0.285422021,0.337341677,0.536661582,152.0518308,1.323495621,86.0613362
20,0.494171016,1.575905418,0.607381198,0.366515896,0.164225136,0.743482313,0.535758973,217.2816965,1.153503044,122.9814402
21,0.607644616,2.145642143,0.341714506,0.303345945,0.164334437,0.856043022,0.743271213,246.4394752,1.03670125,139.484743
24,0.266212927,2.584551017,0.689038792,0.361786219,0.187018049,0.581133977,0.722103384,189.2163248,1.154059336,107.0964399
22,0.424831287,2.08142984,0.279416591,0.213912605,0.226575713,0.799431372,0.858425194,224.0331256,0.925858915,126.8027491
20,0.643680025,1.650443174,0.364750088,0.249842896,0.118483667,0.76507789,0.739767932,217.9880548,0.800640246,123.381239
20,0.583384408,2.876853123,0.623332776,0.24995598,0.24075621,0.745032289,0.710813167,229.8398513,1.122968203,130.0893558
22,0.747382594,2.018600714,0.209226613,0.353970948,0.112057588,0.703515375,0.610099529,221.3811573,1.077012636,125.301735
23,0.537656772,1.132954491,0.539307472,0.297956215,0.115118927,0.338264878,0.87670718,146.9906189,0.810303562,83.19669032
24,0.36049222,1.411289558,0.492318607,0.223005916,0.249290526,0.776850297,0.851945714,220.6116967,0.98784789,124.8662203
21,0.677208525,2.667112632,0.796465674,0.338688793,0.104742401,0.321573573,0.749349985,158.3128622,0.97858666,89.60508001
24,0.568301675,1.688971115,0.697197739,0.274141228,0.270923743,0.926484882,0.76846995,259.3230627,1.227571287,146.7768535
23,0.556338921,2.010135753,0.388578121,0.261164293,0.188804073,0.439641876,0.810492873,177.6607233,0.969809685,100.5559694
23,0.690767544,1.342527527,0.461248728,0.153379828,0.131670612,0.696161115,0.811653099,205.3220151,0.669669235,116.2122605
22,0.730295574,1.998017505,0.258067335,0.350886094,0.279715252,0.485555306,0.644666207,176.2450156,1.355690152,99.75467883
24,0.422794261,2.555718202,0.758951788,0.251511112,0.275978509,0.607288807,0.647587876,195.0396076,1.19657719,110.3924179
20,0.291362661,1.478782393,0.763100838,0.396780049,0.26001843,0.398426103,0.695043873,161.9088213,1.290553186,91.64039286
24,0.499163718,1.827739369,0.438976832,0.28473208,0.120890379,0.869122635,0.804926363,246.7371404,0.902639951,139.6532215
24,0.520016766,3.295334528,0.64538194,0.335152174,0.266718212,0.961751391,0.896523653,251.8334956,1.313450909,142.5377585
24,0.621218714,1.361695001,0.573468707,0.341572773,0.294963472,0.389938888,0.650215547,160.5192832,1.360602594,90.85391428
21,0.329158374,1.24327451,0.295450937,0.23304627,0.262904169,0.393446246,0.78107633,171.7234806,0.989248951,97.19549002
23,0.41913014,2.683923706,0.517009099,0.305447156,0.284769912,0.822891389,0.830149562,229.7395496,1.254401069,130.0325851
23,0.472668929,3.340604003,0.738501591,0.35216553,0.289847924,0.622572594,0.658410336,211.1057492,1.447748624,119.485854
23,0.557084538,2.256989073,0.243800101,0.154462724,0.215521316,0.352942291,0.500032653,165.1469854,0.923988753,93.47319376
20,0.269698121,2.322344767,0.39835442,0.367925982,0.25841242,0.325381759,0.56560314,150.3404825,1.273573672,85.09271308
24,0.634854734,3.036854594,0.72167775,0.173455067,0.281689349,0.60353245,0.88755162,192.6796623,1.041011336,109.0566889
21,0.368095573,1.668359834,0.590939665,0.377379398,0.10389875,0.384315198,0.657659945,156.4601684,0.969214946,88.5564553
23,0.26388526,1.348478627,0.513056008,0.211335251,0.27961337,0.355884474,0.803004683,165.2908715,1.001026594,93.55463325
23,0.672976096,2.50382915,0.418690076,0.330951136,0.252689468,0.750601703,0.796618634,230.4361719,1.288167056,130.4268733
24,0.638997903,2.78260944,0.242257776,0.33593234,0.283447255,0.318695148,0.780317744,160.2151376,1.331956998,90.68176787
22,0.219304275,3.306369702,0.429454691,0.201110697,0.274186313,0.582105641,0.578353111,203.6304186,1.096251793,115.2548169
22,0.400014502,1.695688548,0.525546281,0.310868062,0.178394819,0.716331347,0.798272701,223.2687442,1.025855107,126.3701092
23,0.674136825,2.372700919,0.414976181,0.336654251,0.264805478,0.369297508,0.878832417,155.2307956,1.238750375,87.86063032
21,0.220840333,1.91519102,0.339841477,0.238283971,0.247925829,0.69791644,0.624714071,222.0973896,1.052730965,125.7071225
24,0.68554597,2.545085327,0.661383219,0.35368956,0.271893175,0.635758355,0.585967113,213.4005792,1.449826676,120.7847278
21,0.774232012,2.52415472,0.74470122,0.182530265,0.105969779,0.314687949,0.77529139,155.9096991,0.713859563,88.24488967
21,0.658911928,2.80883726,0.563374156,0.337712047,0.248174804,0.858889062,0.843455492,248.1185723,1.285525377,140.4351119
21,0.784000479,2.469948947,0.736233985,0.287238635,0.171132519,0.869592102,0.804820843,248.5510685,1.065330658,140.6799048
22,0.771984563,1.138331254,0.35277921,0.287740435,0.149495892,0.811661971,0.850885593,237.9477177,0.956624276,134.6784082
21,0.640608368,1.436529966,0.277482793,0.25956883,0.281946678,0.900844477,0.661383568,256.2057344,1.212440022,145.0124457
21,0.671522969,2.620791309,0.724576798,0.269615397,0.266495584,0.328225564,0.838825992,161.3352275,1.161593347,91.31573877
24,0.298186405,2.651988711,0.540071171,0.387733466,0.289221953,0.410301515,0.789735002,162.8973583,1.375361441,92.19990482
20,0.464192724,3.390355576,0.691422762,0.370500982,0.15544635,0.764109512,0.57722969,220.2302921,1.186628798,124.6503453
21,0.462457333,1.302671369,0.284578385,0.239643086,0.172691439,0.798945131,0.563142954,225.2412067,0.918839518,127.486523
24,0.753770004,2.750421847,0.52484054,0.323659677,0.165793306,0.485526006,0.88524699,172.1316212,1.0620387,97.4264976
20,0.669113566,1.289472746,0.792324266,0.230280673,0.213991793,0.628505555,0.51330405,198.9570319,1.035631196,112.6096801
23,0.766547137,1.561960098,0.414055924,0.19099178,0.17148332,0.910201526,0.589301406,242.8114125,0.91842435,137.4312595
24,0.590665614,1.571940302,0.590861188,0.38332448,0.209686585,0.397242916,0.757889167,172.3135059,1.248030236,97.52944431
24,0.777578438,3.439322194,0.72993386,0.385869055,0.200542436,0.348537887,0.573331679,152.8895966,1.359648392,86.53551168
23,0.278668888,1.427604574,0.613872423,0.345960077,0.261795013,0.777259923,0.590210488,236.1600413,1.314442392,133.6665833
22,0.508340954,1.304488157,0.393123642,0.299499935,0.145682798,0.472710064,0.748986657,183.0107406,0.933447833,103.5840792
21,0.672186242,3.230659474,0.24182944,0.32846478,0.283259748,0.563308697,0.750236214,200.8649373,1.339425396,113.6895545
24,0.742584582,2.12836218,0.365264293,0.204563838,0.221092796,0.997052843,0.764234271,256.7071231,1.021168066,145.2962317
24,0.360977796,3.39179172,0.669073523,0.349131194,0.285489825,0.915926913,0.526572919,259.6733685,1.481205866,146.9751266
22,0.38124135,2.583816381,0.310851029,0.346170697,0.280836835,0.742815057,0.714817204,230.1102592,1.343874152,130.2424067
22,0.282993178,2.517794262,0.682409112,0.208453828,0.191296675,0.88598131,0.571200092,239.398836,0.947503675,135.4997412
23,0.797596257,1.523699506,0.347404863,0.24154905,0.21589647,0.943270186,0.589849998,249.3906773,1.102338985,141.1551233
21,0.59515168,2.265784179,0.384237552,0.212713031,0.136333949,0.869228563,0.855339641,246.6907135,0.794088113,139.6269439
22,0.662603513,2.237043031,0.545254642,0.161221684,0.259864195,0.671729422,0.812467215,216.5617798,0.984097085,122.5739674
22,0.734259706,3.192797779,0.337877515,0.18636958,0.222199999,0.634028118,0.524643858,211.6521152,1.06191036,119.7950972
24,0.20469663,3.303901182,0.632853202,0.205531771,0.25964209,0.900491743,0.605507193,242.4261046,1.101164738,137.2131752
21,0.6990405,2.044918131,0.739069341,0.370146556,0.215408093,0.337493393,0.811402318,162.853508,1.225405891,92.17508552
21,0.6175336,2.472119902,0.357740831,0.324441255,0.104175749,0.815734724,0.886169506,237.8438602,0.921852814,134.6196249
20,0.508058288,3.423774466,0.454240053,0.243496539,0.175785789,0.384675429,0.543305823,157.8117249,0.978744902,89.32143627
20,0.728293306,1.123120628,0.458880283,0.235352665,0.181438307,0.941441988,0.583091817,248.9575848,0.974751635,140.909993
22,0.435500519,1.21601337,0.610970982,0.200339286,0.243052801,0.60298386,0.627352609,206.387831,1.000048972,116.8155124
21,0.26870717,2.842660312,0.481240333,0.250466035,0.262622749,0.883328931,0.760232917,239.4522717,1.099382112,135.5299858
22,0.777145116,1.931081892,0.689050129,0.233638394,0.128174547,0.39335267,0.880026139,156.1825987,0.788506649,88.39935086
21,0.576593867,3.221694927,0.516130572,0.33095789,0.123316564,0.994757233,0.668149041,256.4085483,1.053615345,145.1272384
20,0.341735712,3.013878711,0.347883286,0.250132771,0.13230492,0.650671445,0.626615002,212.5557692,0.869663532,120.3065653
24,0.557664089,3.4908037,0.3029089,0.312731229,0.145330802,0.554871605,0.703848242,183.8547531,1.044082965,104.0617903
24,0.501497467,2.679705957,0.370379152,0.261816402,0.299470846,0.92179746,0.654622731,246.8075208,1.286786244,139.6930568
22,0.610185756,3.071691352,0.295622017,0.223560519,0.275025327,0.861304481,0.519619282,237.3404306,1.214827533,134.3346837
22,0.593347157,1.580121286,0.707984642,0.213771652,0.201011476,0.590014761,0.745142387,202.9511086,0.942572157,114.8703275
21,0.439786606,2.776577114,0.533615443,0.186262249,0.280692413,0.320279922,0.544065156,161.4275636,1.085556705,91.368001
20,0.557027571,1.861630445,0.401125639,0.297882946,0.27913072,0.781795648,0.775124584,223.7095013,1.207917445,126.6195777
20,0.655449612,2.267483886,0.690883304,0.301746695,0.152508773,0.717716192,0.719464534,223.9664417,1.030953378,126.765006
24,0.259635071,1.624809267,0.775107694,0.242174713,0.276967995,0.387680845,0.570943996,159.5459329,1.127626188,90.302998
20,0.263119803,2.328918986,0.643125081,0.304400151,0.198008191,0.358209291,0.64572483,166.2458111,1.053878229,94.09512906
22,0.762960148,2.42991467,0.423518367,0.321227024,0.208783357,0.828585811,0.735183013,242.935179,1.207636204,137.5013113
24,0.218266256,2.548426368,0.63261259,0.191742489,0.142951157,0.425305271,0.532685009,175.4197103,0.820283303,99.287556
21,0.491699447,3.050168699,0.730581081,0.185024713,0.189186242,0.931917873,0.591343443,246.9405202,0.940767382,139.7683344
21,0.75363888,3.361461607,0.364086868,0.309063101,0.273671899,0.761631054,0.7254539,220.5982988,1.316290494,124.8586371
24,0.62868509,3.281091463,0.625014597,0.267888927,0.291272543,0.697649001,0.863547271,209.0042242,1.243472401,118.2963909
21,0.212900977,2.722613573,0.543223304,0.360018567,0.181575723,0.362758743,0.675158896,166.6940473,1.113261629,94.34883074
20,0.589327603,2.688728165,0.510525996,0.182498207,0.254282928,0.852056014,0.698514741,234.480341,1.019458286,132.715873
24,0.442702323,3.04852953,0.702618918,0.312857766,0.19360578,0.320232522,0.778264709,146.1388257,1.082574941,82.71457535
22,0.770692282,1.354291525,0.454809929,0.309878463,0.182734666,0.451647343,0.846753824,180.00514,1.039421896,101.8829092
22,0.59335622,2.864959521,0.675449632,0.262079411,0.130951429,0.755246602,0.62627237,217.0363994,0.95309145,122.842602
21,0.264699671,1.101128466,0.601150771,0.212720636,0.221914652,0.937580909,0.576627785,248.6601583,0.95511712,140.7416496
22,0.794671521,1.123441784,0.691676538,0.239189559,0.10711995,0.92504144,0.686163932,244.1569194,0.832198383,138.1928164
20,0.496500147,2.917000628,0.621854467,0.192714699,0.172501518,0.565148008,0.568757178,199.4828075,0.900827963,112.907269
23,0.520823473,1.909085884,0.517373359,0.388560548,0.256603521,0.986238649,0.532161239,270.9924848,1.464999636,153.3817464
21,0.238661101,2.677683935,0.339481129,0.240027296,0.116981203,0.547949676,0.865837032,193.685532,0.719061581,109.6260111
24,0.743780191,3.094648973,0.751682755,0.224633396,0.260726408,0.568496117,0.874662139,187.051445,1.110604797,105.8711179
23,0.537741117,3.024982915,0.306382629,0.177405622,0.189078048,0.798935686,0.691397269,223.9609904,0.89258047,126.7619206
21,0.564275361,2.043316869,0.313370477,0.223723768,0.213289399,0.951475027,0.719360106,262.4139388,1.009371188,148.5262893
22,0.594215781,3.349683299,0.296889954,0.303370063,0.252497431,0.610853543,0.566867856,208.8470079,1.295206407,118.2074065
24,0.642241723,1.61945442,0.533723396,0.259131494,0.290621617,0.746478214,0.885444538,216.7915379,1.170843526,122.7040105
23,0.617791051,2.726136399,0.48056258,0.160538443,0.179983487,0.607100254,0.678586358,192.5209776,0.843664333,108.9668733
22,0.799347735,1.273155157,0.250481173,0.324109814,0.107578514,0.998759217,0.586433335,257.0683815,1.011517952,145.5007039
20,0.393515856,1.51387863,0.597504387,0.282827383,0.214943471,0.981966093,0.55175698,269.2191075,1.12295713,152.3780148
21,0.755153592,2.182623817,0.288689513,0.363205888,0.268343891,0.649452968,0.5128357,203.8219947,1.41714577,115.363249
24,0.724675641,2.087479258,0.472187594,0.325716141,0.101117099,0.868310611,0.844330761,233.773539,0.950092865,132.3158231
22,0.452009342,2.296926573,0.46196187,0.330630624,0.119230211,0.897392179,0.862393426,251.4954219,0.958279988,142.3464088
22,0.51761652,2.937122346,0.277961314,0.214031778,0.147172402,0.470118373,0.898743223,181.0108713,0.785868129,102.4521532
22,0.591211511,1.462138766,0.23881194,0.318049137,0.19220665,0.617011004,0.702739308,195.3291352,1.076137556,110.5562905
24,0.720573247,1.621054238,0.739679895,0.262499029,0.139238143,0.842188648,0.726881524,230.7553081,0.944111755,130.6075044
21,0.61384261,2.57056979,0.312442571,0.247369374,0.277618625,0.310277239,0.898916094,157.8187844,1.095731671,89.32543199
